snapshot_id,snapshot_date,plant_id,material_id,quantity_on_hand,unit_cost,inventory_value,safety_stock_level,reorder_point,days_forward_coverage
75,2025-01-01,PLT-OH2,MAT-049,977.193,8.3142,8124.5778,731.6203,780.395,20.03
76,2025-01-01,PLT-OH2,MAT-050,1186.0041,21.749,25794.4024,926.719,999.8811,24.32
77,2025-01-01,PLT-OH1,MAT-001,147702.1172,28.8735,4264677.0809,107764.3326,112449.7383,63.05
78,2025-01-01,PLT-OH1,MAT-002,145854.8799,21.9325,3198962.153,110107.0354,115963.7927,62.26
79,2025-01-01,PLT-OH1,MAT-003,588277.1374,4.2749,2514825.9345,459169.7648,491967.6052,62.78
80,2025-01-01,PLT-OH1,MAT-004,2882.6196,88.4378,254932.5336,2248.9948,2412.984,61.52
81,2025-01-01,PLT-OH1,MAT-005,628.7872,320.0,201211.8939,491.9676,527.1081,44.73
82,2025-01-01,PLT-OH1,MAT-006,208.4144,210.0,43767.0262,163.9892,175.7027,44.48
83,2025-01-01,PLT-OH1,MAT-007,735.3933,180.8848,133021.4629,569.2768,607.9314,104.64
84,2025-01-01,PLT-OH1,MAT-008,246.0298,418.6467,102999.5461,189.7589,202.6438,105.02
85,2025-01-01,PLT-OH1,MAT-009,104.8473,95.0,9960.4896,81.9946,87.8514,44.75
86,2025-01-01,PLT-OH1,MAT-010,122.175,9.7412,1190.1312,98.3935,106.593,104.3
87,2025-01-01,PLT-OH1,MAT-011,210678.4469,6.8227,1437395.8395,178045.419,189758.9334,44.96
88,2025-01-01,PLT-OH1,MAT-012,210745.8914,3.998,842562.0738,168674.6075,175702.7161,44.98
89,2025-01-01,PLT-OH1,MAT-013,103767.6476,2.262,234722.4189,84337.3037,87851.3581,44.29
90,2025-01-01,PLT-OH1,MAT-014,100080.8171,0.8528,85348.9208,86680.0066,92536.7638,42.72
91,2025-01-01,PLT-OH1,MAT-015,114316.4887,1.2217,139660.4542,91365.4124,99564.8725,48.8
92,2025-01-01,PLT-OH1,MAT-016,97840.307,7.9901,781753.8372,72623.7893,76137.8437,41.76
93,2025-01-01,PLT-OH1,MAT-017,96866.5431,2.2888,221708.1438,77309.1951,83165.9523,41.35
94,2025-01-01,PLT-OH1,MAT-018,382.2245,19.689,7525.6184,327.9784,345.5487,32.63
95,2025-01-01,PLT-OH1,MAT-019,293891.1787,0.6835,200874.6206,217871.368,228413.531,41.82
96,2025-01-01,PLT-OH1,MAT-020,247709.9117,0.4589,113674.0785,199129.745,216700.0166,42.29
97,2025-01-01,PLT-OH1,MAT-021,143566.7727,0.2906,41720.5041,134939.686,147590.2816,34.05
98,2025-01-01,PLT-OH1,MAT-022,849.1042,95.0,80664.8974,655.9568,702.8109,45.31
99,2025-01-01,PLT-OH1,MAT-023,1592.1259,145.0,230858.2504,1229.919,1317.7704,45.31
100,2025-01-01,PLT-OH1,MAT-024,186.7111,62.0,11576.0868,163.9892,175.7027,39.85
101,2025-01-01,PLT-OH1,MAT-025,93.6811,180.0,16862.5997,81.9946,87.8514,39.99
102,2025-01-01,PLT-OH1,MAT-027,211.64,4.5,952.3798,163.9892,175.7027,45.17
103,2025-01-01,PLT-OH1,MAT-028,4238.1883,45.0,190718.4715,3279.784,3514.0543,45.23
104,2025-01-01,PLT-OH1,MAT-029,104235.5191,2.8,291859.4533,81994.6009,87851.3581,44.49
105,2025-01-01,PLT-OH1,MAT-030,212.2571,22.0,4669.6555,163.9892,175.7027,45.3
106,2025-01-01,PLT-OH1,MAT-031,315.2687,15.0,4729.0309,245.9838,263.5541,44.86
107,2025-01-01,PLT-OH1,MAT-032,105618.3207,5.5,580900.7637,81994.6009,87851.3581,45.08
108,2025-01-01,PLT-OH1,MAT-038,339.0348,178.359,60469.8996,260.04,277.6103,48.24
109,2025-01-01,PLT-OH1,MAT-039,229.599,202.1605,46415.8581,173.36,185.0735,49.0
110,2025-01-01,PLT-OH1,MAT-040,54164.8475,29.6962,1608490.1429,44511.3548,48611.0848,46.24
111,2025-01-01,PLT-OH1,MAT-047,107160.7032,3.2,342914.2503,81994.6009,87851.3581,45.74
112,2025-01-01,PLT-OH1,MAT-048,105984.9668,1.8,190772.9403,81994.6009,87851.3581,45.24
113,2025-01-01,PLT-OH1,MAT-049,1041.5337,8.5,8853.0363,819.946,878.5136,44.46
114,2025-01-01,PLT-OH1,MAT-050,1062.8942,22.0,23383.6733,819.946,878.5136,45.37
115,2025-01-08,PLT-AZ1,MAT-001,255736.1876,27.593,7056528.6243,188811.8528,197021.0638,62.3
116,2025-01-08,PLT-AZ1,MAT-002,257312.2185,22.017,5665243.1145,192916.4583,203177.972,62.69
117,2025-01-08,PLT-AZ1,MAT-003,1014074.081,4.2603,4320259.8072,804502.677,861967.154,61.76
118,2025-01-08,PLT-AZ1,MAT-004,5104.0615,87.8254,448266.2467,3940.4213,4227.7437,62.17
119,2025-01-08,PLT-AZ1,MAT-005,2272.2375,329.4044,748485.0434,1822.4448,1908.6416,92.26
120,2025-01-08,PLT-AZ1,MAT-006,823.8161,205.1512,169006.8605,632.1092,673.1553,100.35
121,2025-01-08,PLT-AZ1,MAT-007,1295.6775,174.9688,226703.138,997.4191,1065.1451,105.22
122,2025-01-08,PLT-AZ1,MAT-008,432.6775,427.191,184835.9141,332.473,355.0484,105.41
123,2025-01-08,PLT-AZ1,MAT-009,422.4309,94.8709,40076.3968,324.2638,340.6823,102.92
124,2025-01-08,PLT-AZ1,MAT-010,198.1228,9.7205,1925.8528,172.3934,186.7596,96.54
125,2025-01-08,PLT-AZ1,MAT-011,366832.4713,6.6129,2425826.4496,311950.0176,332473.0451,44.69
126,2025-01-08,PLT-AZ1,MAT-012,361757.9326,4.1413,1498148.1265,295531.5956,307845.4121,44.07
127,2025-01-08,PLT-AZ1,MAT-013,167157.5457,2.3057,385415.1531,147765.7978,153922.7061,40.72
128,2025-01-08,PLT-AZ1,MAT-014,161376.3329,0.8624,139170.9495,151870.4033,162131.9171,39.32
129,2025-01-08,PLT-AZ1,MAT-015,174606.1571,1.2162,212356.0083,160079.6143,174445.7335,42.54
130,2025-01-08,PLT-AZ1,MAT-016,158566.2408,7.7857,1234549.1811,127242.7703,133399.6786,38.63
131,2025-01-08,PLT-AZ1,MAT-017,175778.1888,2.3172,407313.2191,135451.9813,145713.4951,42.82
132,2025-01-08,PLT-AZ1,MAT-018,785.9794,18.9273,14876.4674,574.6448,605.4293,38.3
133,2025-01-08,PLT-AZ1,MAT-019,486548.5355,0.6792,330463.7653,381728.311,400199.0358,39.51
134,2025-01-08,PLT-AZ1,MAT-020,390944.8275,0.4353,170178.2834,348891.4671,379676.0083,38.1
135,2025-01-08,PLT-AZ1,MAT-021,273328.1044,0.2967,81096.4486,206872.117,217954.5518,36.99
136,2025-01-08,PLT-AZ1,MAT-022,1177.6094,99.6278,117322.6329,1017.9422,1083.6159,35.86
137,2025-01-08,PLT-AZ1,MAT-023,1236.3634,143.5576,177489.3642,1416.0889,1539.2271,20.08
138,2025-01-08,PLT-AZ1,MAT-024,225.8466,61.4043,13867.9533,172.3934,180.6026,27.51
139,2025-01-08,PLT-AZ1,MAT-025,171.5336,180.0,30876.0477,143.6612,153.9227,41.79
140,2025-01-08,PLT-AZ1,MAT-027,164.2514,4.5718,750.9247,172.3934,180.6026,20.01
141,2025-01-08,PLT-AZ1,MAT-028,6803.2568,45.0,306146.5547,5746.4477,6156.9082,41.44
142,2025-01-08,PLT-AZ1,MAT-029,169975.7353,2.8,475932.0588,143661.1923,153922.7061,41.41
143,2025-01-08,PLT-AZ1,MAT-030,372.1714,22.0,8187.7699,287.3224,307.8454,45.34
144,2025-01-08,PLT-AZ1,MAT-031,503.1692,15.0,7547.5385,430.9836,461.7681,40.86
145,2025-01-08,PLT-AZ1,MAT-032,170296.6169,5.5,936631.3929,143661.1923,153922.7061,41.49
146,2025-01-08,PLT-AZ1,MAT-038,660.6902,189.7163,125343.6952,529.4941,560.2787,53.65
147,2025-01-08,PLT-AZ1,MAT-039,434.649,217.3926,94489.4698,352.9961,373.5191,52.95
148,2025-01-08,PLT-AZ1,MAT-040,115342.9981,30.0593,3467129.7828,90301.3209,96458.2291,56.2
149,2025-01-08,PLT-AZ1,MAT-047,167828.3441,3.2,537050.7012,143661.1923,153922.7061,40.89
150,2025-01-08,PLT-AZ1,MAT-048,164900.9237,1.8,296821.6626,143661.1923,153922.7061,40.17
151,2025-01-08,PLT-AZ1,MAT-049,842.8278,8.4709,7139.5101,615.6908,656.7369,20.53
152,2025-01-08,PLT-AZ1,MAT-050,1797.3536,22.0,39541.7797,1436.6119,1539.2271,43.79
153,2025-01-08,PLT-OH2,MAT-001,287830.1504,27.4849,7910982.9004,224363.556,234118.4932,59.01
154,2025-01-08,PLT-OH2,MAT-002,306866.9115,21.8027,6690527.2103,229241.0246,241434.6961,62.92
155,2025-01-08,PLT-OH2,MAT-003,1207189.6943,4.2428,5121864.4352,955983.8473,1024268.4079,61.88
156,2025-01-08,PLT-OH2,MAT-004,5639.9479,87.7775,495060.5244,4682.3699,5023.7927,57.82
157,2025-01-08,PLT-OH2,MAT-005,2997.4818,335.0481,1004300.5971,2546.0386,2780.1571,102.43
158,2025-01-08,PLT-OH2,MAT-006,441.0961,210.0,92630.1792,341.4228,365.8101,45.22
159,2025-01-08,PLT-OH2,MAT-007,1472.8565,174.995,257742.5213,1185.2249,1265.7031,100.66
160,2025-01-08,PLT-OH2,MAT-008,496.9959,429.3699,213395.0704,395.075,421.901,101.9
161,2025-01-08,PLT-OH2,MAT-009,520.73,101.4333,52819.3634,385.32,404.8299,106.76
162,2025-01-08,PLT-OH2,MAT-010,255.307,9.8968,2526.722,204.8537,221.9248,104.69
163,2025-01-08,PLT-OH2,MAT-011,489762.1817,6.8872,3373090.098,370687.6143,395074.9573,50.21
164,2025-01-08,PLT-OH2,MAT-012,479651.1972,3.9636,1901145.4852,351177.7398,365810.1457,49.17
165,2025-01-08,PLT-OH2,MAT-013,247450.0125,2.3388,578736.0892,175588.8699,182905.0728,50.73
166,2025-01-08,PLT-OH2,MAT-014,234771.0418,0.8842,207584.5552,180466.3385,192660.0101,48.13
167,2025-01-08,PLT-OH2,MAT-015,233511.7262,1.2039,281124.7672,190221.2757,207292.4159,47.88
168,2025-01-08,PLT-OH2,MAT-016,182719.1229,7.9279,1448578.9347,151201.5269,158517.7298,37.46
169,2025-01-08,PLT-OH2,MAT-017,180655.819,2.1744,392818.0129,160956.4641,173150.1356,37.04
170,2025-01-08,PLT-OH2,MAT-018,1079.3585,18.0,19428.4536,853.557,914.5254,44.26
171,2025-01-08,PLT-OH2,MAT-019,599063.072,0.6768,405445.8872,453604.5806,475553.1894,40.94
172,2025-01-08,PLT-OH2,MAT-020,451349.9422,0.436,196788.5748,414584.8318,451165.8463,37.02
173,2025-01-08,PLT-OH2,MAT-021,349566.692,0.28,97878.6738,307280.5224,329229.1311,39.82
174,2025-01-08,PLT-OH2,MAT-022,1568.6179,102.9547,161496.5845,1170.5925,1229.1221,40.2
175,2025-01-08,PLT-OH2,MAT-023,1831.9079,138.4548,253636.4457,1682.7267,1829.0507,25.04
176,2025-01-08,PLT-OH2,MAT-024,201.8377,62.8156,12678.5583,204.8537,214.6086,20.69
177,2025-01-08,PLT-OH2,MAT-025,206.9817,180.0,37256.7067,170.7114,182.9051,42.44
178,2025-01-08,PLT-OH2,MAT-027,225.9133,4.5384,1025.285,204.8537,214.6086,23.16
179,2025-01-08,PLT-OH2,MAT-028,7693.4545,45.0,346205.4517,6828.4561,7316.2029,39.43
180,2025-01-08,PLT-OH2,MAT-029,195020.0037,2.8,546056.0104,170711.4013,182905.0728,39.98
181,2025-01-08,PLT-OH2,MAT-030,439.2195,22.0,9662.8296,341.4228,365.8101,45.03
182,2025-01-08,PLT-OH2,MAT-031,664.065,15.0,9960.9743,512.1342,548.7152,45.38
183,2025-01-08,PLT-OH2,MAT-032,222868.7595,5.5,1225778.1772,170711.4013,182905.0728,45.69
184,2025-01-08,PLT-OH2,MAT-038,687.1215,177.4999,121964.0053,541.399,577.98,46.96
185,2025-01-08,PLT-OH2,MAT-039,467.1229,210.363,98265.3719,360.9327,385.32,47.89
186,2025-01-08,PLT-OH2,MAT-040,128270.6206,30.6366,3929775.6959,102426.8408,107304.3094,52.6
187,2025-01-08,PLT-OH2,MAT-047,120020.7878,3.0756,369135.935,87794.435,92671.9036,24.61
188,2025-01-08,PLT-OH2,MAT-048,90894.8357,1.8132,164810.5161,87794.435,92671.9036,18.64
189,2025-01-08,PLT-OH2,MAT-049,934.8838,8.3142,7772.8109,731.6203,780.395,19.17
190,2025-01-08,PLT-OH2,MAT-050,1218.8537,21.749,26508.8497,926.719,999.8811,24.99
191,2025-01-08,PLT-OH1,MAT-001,149561.99,28.8735,4318378.1176,107764.3326,112449.7383,63.84
192,2025-01-08,PLT-OH1,MAT-002,134393.5994,21.9325,2947587.6194,110107.0354,115963.7927,57.37
193,2025-01-08,PLT-OH1,MAT-003,545435.5858,4.2749,2331682.5859,459169.7648,491967.6052,58.21
194,2025-01-08,PLT-OH1,MAT-004,2894.7018,88.4378,256001.0623,2248.9948,2412.984,61.78
195,2025-01-08,PLT-OH1,MAT-005,621.8487,320.0,198991.5968,491.9676,527.1081,44.24
196,2025-01-08,PLT-OH1,MAT-006,186.1822,210.0,39098.2537,163.9892,175.7027,39.74
197,2025-01-08,PLT-OH1,MAT-007,736.1693,180.8848,133161.8423,569.2768,607.9314,104.75
198,2025-01-08,PLT-OH1,MAT-008,244.5763,418.6467,102391.0518,189.7589,202.6438,104.4
199,2025-01-08,PLT-OH1,MAT-009,106.4677,95.0,10114.4288,81.9946,87.8514,45.45
200,2025-01-08,PLT-OH1,MAT-010,116.3291,9.7412,1133.1854,98.3935,106.593,99.31
201,2025-01-08,PLT-OH1,MAT-011,219155.9324,6.8227,1495235.1802,178045.419,189758.9334,46.77
202,2025-01-08,PLT-OH1,MAT-012,215518.9805,3.998,861644.8841,168674.6075,175702.7161,46.0
203,2025-01-08,PLT-OH1,MAT-013,105619.6086,2.262,238911.5547,84337.3037,87851.3581,45.08
204,2025-01-08,PLT-OH1,MAT-014,105047.2398,0.8528,89584.2861,86680.0066,92536.7638,44.84
205,2025-01-08,PLT-OH1,MAT-015,102071.3782,1.2217,124700.6027,91365.4124,99564.8725,43.57
206,2025-01-08,PLT-OH1,MAT-016,86434.5579,7.9901,690620.7609,72623.7893,76137.8437,36.9
207,2025-01-08,PLT-OH1,MAT-017,99207.8068,2.2888,227066.8281,77309.1951,83165.9523,42.35
208,2025-01-08,PLT-OH1,MAT-018,338.6074,19.689,6666.8413,327.9784,345.5487,28.91
209,2025-01-08,PLT-OH1,MAT-019,291600.6658,0.6835,199309.0551,217871.368,228413.531,41.49
210,2025-01-08,PLT-OH1,MAT-020,252042.0562,0.4589,115662.0996,199129.745,216700.0166,43.03
211,2025-01-08,PLT-OH1,MAT-021,129869.7204,0.2906,37740.1407,134939.686,147590.2816,30.8
212,2025-01-08,PLT-OH1,MAT-022,827.8511,95.0,78645.8573,655.9568,702.8109,44.17
213,2025-01-08,PLT-OH1,MAT-023,1409.3851,145.0,204360.8356,1229.919,1317.7704,40.11
214,2025-01-08,PLT-OH1,MAT-024,196.0771,62.0,12156.7774,163.9892,175.7027,41.85
215,2025-01-08,PLT-OH1,MAT-025,96.0299,180.0,17285.3841,81.9946,87.8514,40.99
216,2025-01-08,PLT-OH1,MAT-027,210.4148,4.5,946.8667,163.9892,175.7027,44.91
217,2025-01-08,PLT-OH1,MAT-028,3765.1855,45.0,169433.3464,3279.784,3514.0543,40.18
218,2025-01-08,PLT-OH1,MAT-029,92410.1884,2.8,258748.5275,81994.6009,87851.3581,39.45
219,2025-01-08,PLT-OH1,MAT-030,209.3467,22.0,4605.6283,163.9892,175.7027,44.68
220,2025-01-08,PLT-OH1,MAT-031,282.8664,15.0,4242.9958,245.9838,263.5541,40.25
221,2025-01-08,PLT-OH1,MAT-032,94357.3714,5.5,518965.5425,81994.6009,87851.3581,40.28
222,2025-01-08,PLT-OH1,MAT-038,342.1725,178.359,61029.542,260.04,277.6103,48.69
223,2025-01-08,PLT-OH1,MAT-039,205.8511,202.1605,41614.9567,173.36,185.0735,43.93
224,2025-01-08,PLT-OH1,MAT-040,54031.7774,29.6962,1604538.4684,44511.3548,48611.0848,46.13
225,2025-01-08,PLT-OH1,MAT-047,107723.232,3.2,344714.3425,81994.6009,87851.3581,45.98
226,2025-01-08,PLT-OH1,MAT-048,107289.014,1.8,193120.2253,81994.6009,87851.3581,45.8
227,2025-01-08,PLT-OH1,MAT-049,1024.7744,8.5,8710.5821,819.946,878.5136,43.74
228,2025-01-08,PLT-OH1,MAT-050,1069.0492,22.0,23519.0819,819.946,878.5136,45.63
229,2025-01-15,PLT-AZ1,MAT-001,257633.2112,27.593,7108873.196,188811.8528,197021.0638,62.77
230,2025-01-15,PLT-AZ1,MAT-002,256815.0451,22.017,5654296.8479,192916.4583,203177.972,62.57
231,2025-01-15,PLT-AZ1,MAT-003,1013452.2579,4.2603,4317610.6544,804502.677,861967.154,61.73
232,2025-01-15,PLT-AZ1,MAT-004,4703.8656,87.8254,413118.8764,3940.4213,4227.7437,57.3
233,2025-01-15,PLT-AZ1,MAT-005,2358.9737,329.4044,777056.3282,1822.4448,1908.6416,95.79
234,2025-01-15,PLT-AZ1,MAT-006,783.7675,205.1512,160790.852,632.1092,673.1553,95.47
235,2025-01-15,PLT-AZ1,MAT-007,1297.9128,174.9688,227094.241,997.4191,1065.1451,105.4
236,2025-01-15,PLT-AZ1,MAT-008,433.6023,427.191,185231.009,332.473,355.0484,105.64
237,2025-01-15,PLT-AZ1,MAT-009,428.3608,94.8709,40638.9744,324.2638,340.6823,104.36
238,2025-01-15,PLT-AZ1,MAT-010,202.6354,9.7205,1969.7176,172.3934,186.7596,98.74
239,2025-01-15,PLT-AZ1,MAT-011,380931.0406,6.6129,2519058.8782,311950.0176,332473.0451,46.4
240,2025-01-15,PLT-AZ1,MAT-012,332442.9345,4.1413,1376745.9248,295531.5956,307845.4121,40.5
241,2025-01-15,PLT-AZ1,MAT-013,158525.3183,2.3057,365511.8265,147765.7978,153922.7061,38.62
242,2025-01-15,PLT-AZ1,MAT-014,175088.7817,0.8624,150996.5653,151870.4033,162131.9171,42.66
243,2025-01-15,PLT-AZ1,MAT-015,160453.8864,1.2162,195144.0167,160079.6143,174445.7335,39.09
244,2025-01-15,PLT-AZ1,MAT-016,159600.9398,7.7857,1242605.0372,127242.7703,133399.6786,38.88
245,2025-01-15,PLT-AZ1,MAT-017,173510.9024,2.3172,402059.4631,135451.9813,145713.4951,42.27
246,2025-01-15,PLT-AZ1,MAT-018,771.3981,18.9273,14600.4837,574.6448,605.4293,37.59
247,2025-01-15,PLT-AZ1,MAT-019,500815.1368,0.6792,340153.6409,381728.311,400199.0358,40.67
248,2025-01-15,PLT-AZ1,MAT-020,350526.7506,0.4353,152584.2946,348891.4671,379676.0083,34.16
249,2025-01-15,PLT-AZ1,MAT-021,276162.1719,0.2967,81937.3164,206872.117,217954.5518,37.38
250,2025-01-15,PLT-AZ1,MAT-022,1196.6791,99.6278,119222.5087,1017.9422,1083.6159,36.44
251,2025-01-15,PLT-AZ1,MAT-023,1373.8654,143.5576,197228.8201,1416.0889,1539.2271,22.31
252,2025-01-15,PLT-AZ1,MAT-024,188.2204,61.4043,11557.5398,172.3934,180.6026,22.93
253,2025-01-15,PLT-AZ1,MAT-025,156.5453,180.0,28178.1493,143.6612,153.9227,38.14
